row_id,planet_name,planet_host,num_stars,num_planets,discovery_method,discovery_year,discovery_facility,orbital_period_days,semi_major_axis_au,planet_mass_earth,eccentricity,insolation_flux_earth,equilibrium_temperature_k,spectral_type,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,stellar_metallicity_dex,stellar_metallicity_ratio_raw,stellar_logg_cgs,distance_pc,gaia_magnitude,stellar_metallicity_ratio_clean,discovery_method_group,hz_reported,flux_zone_reported,log10_insolation_reported,log10_orbital_period_days,log10_semi_major_axis_au,log10_planet_mass_earth,stellar_teff_1000k,stellar_luminosity_solar,semi_major_axis_kepler_au,semi_major_axis_best_au,semi_major_axis_source,insolation_derived_earth,log10_insolation_derived,hz_derived,flux_zone_derived,earth_equivalent_period_days,period_to_earth_equivalent_ratio,log10_period_to_earth_equivalent_ratio,stellar_logg_calculated_cgs,reported_to_derived_flux_ratio,reported_derived_zone_agreement,orbital_period_days_missing,semi_major_axis_au_missing,planet_mass_earth_missing,eccentricity_missing,insolation_flux_earth_missing,equilibrium_temperature_k_missing,spectral_type_missing,stellar_teff_k_missing,stellar_radius_solar_missing,stellar_mass_solar_missing,stellar_metallicity_dex_missing,stellar_metallicity_ratio_raw_missing,stellar_logg_cgs_missing,distance_pc_missing,gaia_magnitude_missing,eligible_reported_core_model,eligible_derived_flux_analysis
373,HATS-27 b,HATS-27,1,1,Transit,2016,HATSouth,4.637038,0.0611,168.4499,0.581,,1659.0,F,6438.0,1.74,1.42,0.09,[Fe/H],4.11,816.988,12.6792,[Fe/H],Transit,,,,0.6662406549043641,-1.2139587897574458,2.2264707574990266,6.438,4.685944022443192,0.06116876821566384,0.0611,catalog_semi_major_axis,1255.2050440353455,3.0987146757926434,0,too_hot,976.2113992572464,0.00475003467848061,-2.323303219718756,4.1091898478178575,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
374,HATS-28 b,HATS-28,1,1,Transit,2016,HATSouth,3.1810781,0.04131,213.58176,0.202,,1253.0,G,5498.0,0.92,0.93,0.01,[Fe/H],4.48,535.383,13.7929,[Fe/H],Transit,,,,0.5025743317866028,-1.383944805023414,2.3295641609520628,5.498,0.6967697810604583,0.041319055698415846,0.04131,catalog_semi_major_axis,408.29956486227013,2.6109789170819107,0,too_hot,288.8455829126132,0.011013075110663531,-1.958091398819076,4.478907293862824,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
375,HATS-29 b,HATS-29,1,1,Transit,2016,HATSouth,4.6058749,0.05475,207.54299,0.158,,1212.0,G,5670.0,1.07,1.03,0.16,[Fe/H],4.39,353.891,12.4594,[Fe/H],Transit,,,,0.6633121379318357,-1.261615876487844,2.3171080691733112,5.67,1.0660915504292372,0.05471339751090147,0.05475,catalog_semi_major_axis,355.652818057751,2.5510262542319073,0,too_hot,377.58739533088095,0.012198169104569442,-1.913705350264077,4.392069669334752,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
376,HATS-3 b,HATS-3,1,1,Transit,2013,HATSouth,3.547851,0.0485,340.382,0.0,,1648.0,F,6351.0,1.4,1.21,-0.157,[Fe/H],4.22,411.211,11.8914,[Fe/H],Transit,,,,0.5499653723669596,-1.3142582613977363,2.531966585762236,6.351,2.8728915545771136,0.048511557918366005,0.0485,catalog_semi_major_axis,1221.3376786383733,3.08683575542242,0,too_hot,732.7181743506826,0.004842040397242803,-2.3149715915513602,4.228529298959973,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
377,HATS-30 b,HATS-30,2,1,Transit,2016,HATSouth,3.1743516,0.04354,224.38798,0.096,,1414.0,G,5943.0,1.06,1.09,0.06,[Fe/H],4.42,342.14,12.0815,[Fe/H],Transit,,,,0.5016550287461454,-1.3611115752949245,2.350999588950041,5.943,1.2627848470438305,0.043502949395266055,0.04354,catalog_semi_major_axis,666.1200599514353,2.823552512466401,0,too_hot,416.7484536453429,0.007616948718666164,-2.1182189682972914,4.424814767411083,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
378,HATS-31 b,HATS-31,1,1,Transit,2016,HATSouth,3.37796,0.0478,279.6904,0.233,,1823.0,,6050.0,1.87,1.27,0.0,[Fe/H],4.0,773.974,12.9613,[Fe/H],Transit,,,,0.5286545025819024,-1.320572103387881,2.446677560048406,6.05,4.220845174268114,0.04771380950216077,0.0478,catalog_semi_major_axis,1847.3263660773243,3.2665436287728093,0,too_hot,954.4164819669812,0.0035392934466494923,-2.451083428044239,3.998120507882959,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
379,HATS-32 b,HATS-32,1,1,Transit,2016,HATSouth,2.8126548,0.04024,292.4036,0.471,,1437.0,,5700.0,1.1,1.1,0.39,[Fe/H],4.4,745.116,14.2166,[Fe/H],Transit,,,,0.44911643402990076,-1.3953420279521291,2.4659827152437925,5.7,1.1507460778006906,0.04025455542979174,0.04024,catalog_semi_major_axis,710.6627616264952,2.8516635592248476,0,too_hot,386.9265308419785,0.007269221869793915,-2.138512075487763,4.396607314841775,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
380,HATS-33 b,HATS-33,1,1,Transit,2016,HATSouth,2.5495551,0.03727,378.85336,0.08,,1429.0,,5659.0,1.02,1.06,0.29,[Fe/H],4.45,248.46,11.7082,[Fe/H],Transit,,,,0.40646440220950225,-1.4286406072461604,2.5784711433024547,5.659,0.9612886831602254,0.037240720393700404,0.03727,catalog_semi_major_axis,692.0461295320182,2.8401350440716415,0,too_hot,344.4115157940022,0.007402641848726476,-2.1306132619489375,4.446105521740935,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
381,HATS-34 b,HATS-34,1,1,Transit,2016,HATSouth,2.1061607,0.03166,299.07803,0.108,,1445.0,,5380.0,0.98,0.95,0.25,[Fe/H],4.43,508.842,13.679,[Fe/H],Transit,,,,0.3234915047700014,-1.499489089473663,2.4757845113254944,5.38,0.7248964357396455,0.03161127807927011,0.03166,catalog_semi_major_axis,723.1928825854271,2.8592541433120457,0,too_hot,294.3983660197045,0.007154118171494987,-2.145443890465449,4.433271453903858,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
382,HATS-35 b,HATS-35,1,1,Transit,2016,HATSouth,1.8209993,0.03199,388.38826,0.306,,2037.0,,6300.0,1.43,1.32,0.21,[Fe/H],4.24,514.555,12.4605,[Fe/H],Transit,,,,0.26030977885027656,-1.4949857599158929,2.5892660938047727,6.3,2.90221099475079,0.03201383335253853,0.03199,catalog_semi_major_axis,2835.962624252001,3.45270050289041,0,too_hot,706.8870023633831,0.0025760825901618364,-2.589040217447101,4.247901856275726,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
383,HATS-36 b,HATS-36,1,1,Transit,2018,HATSouth,4.175186,0.0523,,,,1203.0,,5950.0,1.1,1.1,0.15,[Fe/H],4.4,856.436,14.233,[Fe/H],Transit,,,,0.6206758275978973,-1.2814983111327258,,5.95,1.3663058994638662,0.052382710118206534,0.0523,catalog_semi_major_axis,499.51043562615524,2.6985445658102734,0,too_hot,440.10351753787774,0.009486827152297551,-2.022879012087941,4.396607314841775,,,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
384,HATS-37 A b,HATS-37 A,2,1,Transit,2020,HATSouth,4.3315366,0.04913,31.46517,0.0,229.7,1085.0,,5326.0,0.88,0.84,0.051,[Fe/H],4.48,211.896,11.9978,[Fe/H],Transit,0,too_hot,2.361160995195026,0.6366419883900817,-1.3086532358651781,1.4978300824957873,5.326,0.5613900397043229,0.049067538421305325,0.04913,catalog_semi_major_axis,232.57936194996395,2.366571174756557,0,too_hot,258.46343321978344,0.016758798511806092,-1.7757571204549623,4.473313941761544,0.9876198733807542,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
385,HATS-38 b,HATS-38,1,1,Transit,2020,HATSouth,4.375021,0.05036,23.51942,0.0,464.7,1294.0,,5732.0,1.1,0.89,-0.102,[Fe/H],4.3,343.525,12.2781,[Fe/H],Transit,0,too_hot,2.6671726724788685,0.6409801419668422,-1.297914278564175,1.3714266076292134,5.732,1.1768058199032254,0.050356624843162445,0.05036,catalog_semi_major_axis,464.01643666129104,2.6665333646602014,0,too_hot,437.44537271157674,0.010001296785655124,-1.9999436849659242,4.304604636328462,1.0014731446662264,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
386,HATS-39 b,HATS-39,1,1,Transit,2018,HATSouth,4.5776348,0.06007,200.2329,0.275,,1645.0,,6572.0,1.62,1.38,0.0,[Fe/H],4.16,878.521,12.6539,[Fe/H],Transit,,,,0.6606411420582082,-1.2213423680526447,2.301535437351819,6.572,4.410775549414545,0.06007037001854916,0.06007,catalog_semi_major_axis,1222.361589580633,3.0871996945568214,0,too_hot,946.3175627232373,0.004837313583007851,-2.3153957581861566,4.158849057315974,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
387,HATS-4 b,HATS-4,1,1,Transit,2014,HATSouth,2.516729,0.0362,420.471,0.013,,1315.0,G,5403.0,0.93,1.0,0.43,[Fe/H],4.51,416.459,13.2862,[Fe/H],Transit,,,,0.40083645347407965,-1.4412914294668342,2.623736047757499,5.403,0.664049536006795,0.03621019130213785,0.0362,catalog_semi_major_axis,506.73784073043777,2.7047833365124956,0,too_hot,268.68324374776125,0.009366899717656734,-2.028404129316375,4.501034102892129,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
388,HATS-40 b,HATS-40,1,1,Transit,2018,HATSouth,3.2642736,0.04997,505.3497,0.312,,2101.0,,6460.0,2.26,1.56,0.01,[Fe/H],3.92,1342.29,13.2842,[Fe/H],Transit,,,,0.5137865526524261,-1.301290650557413,2.7035920122186887,6.46,8.01385832884649,0.04994657947284263,0.04997,catalog_semi_major_axis,3209.393448294909,3.5064229617041383,0,too_hot,1392.8654660927182,0.0023435670418026637,-2.6301226182186612,3.9229077200596594,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
389,HATS-41 b,HATS-41,1,1,Transit,2018,HATSouth,4.193649,0.0583,3082.951,0.38,,1710.0,,6424.0,1.71,1.5,0.47,[Fe/H],4.14,737.668,12.5892,[Fe/H],Transit,,,,0.6225920780744083,-1.234331445240986,3.488966622164482,6.424,4.486514339794432,0.05825926331044802,0.0583,catalog_semi_major_axis,1319.993980327234,3.120571950662951,0,too_hot,919.3404948409799,0.004561584117672727,-2.34088431213982,4.148099038271374,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
390,HATS-42 b,HATS-42,1,1,Transit,2018,HATSouth,2.292102,0.03689,597.5204,0.229,,1856.0,,6060.0,1.48,1.27,0.22,[Fe/H],4.2,800.377,13.5627,[Fe/H],Transit,,,,0.36023394010664994,-1.4330913447731966,2.776352737161917,6.06,2.661390717326945,0.03684374071417905,0.03689,catalog_semi_major_axis,1955.6508780854167,3.2912913273156263,0,too_hot,675.3359086731996,0.0033940176593055503,-2.469285902348631,4.201280290166042,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
391,HATS-43 b,HATS-43,1,1,Transit,2018,HATSouth,4.3888497,0.04944,82.95363,0.173,,1003.0,,5099.0,0.81,0.84,0.05,[Fe/H],4.54,362.273,13.4014,[Fe/H],Transit,,,,0.6423507083049168,-1.3059215379192406,1.9188353952365182,5.099,0.39958096919229746,0.049499417069161035,0.04944,catalog_semi_major_axis,163.47369224321196,2.2134478717798487,0,too_hot,200.28765349637368,0.021912732129938616,-1.6593034702265024,4.545309248304582,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
392,HATS-44 b,HATS-44,1,1,Transit,2018,HATSouth,2.7439004,0.03649,177.9848,0.279,,1161.0,,5080.0,0.85,0.86,0.32,[Fe/H],4.51,446.035,14.1595,[Fe/H],Transit,,,,0.43836834299847083,-1.4378261366353517,2.2503829149044376,5.08,0.43349831216282314,0.03647692576525374,0.03649,catalog_semi_major_axis,325.56648011759125,2.5126396841491396,0,too_hot,210.41735501777998,0.013040276073084105,-1.8847132141449068,4.5136605998149815,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
393,HATS-45 b,HATS-45,1,1,Transit,2018,HATSouth,4.1876244,0.05511,222.481,0.24,,1518.0,,6450.0,1.31,1.27,0.02,[Fe/H],4.3,772.11,13.2385,[Fe/H],Transit,,,,0.6219677216403818,-1.2587695889745292,2.3472929279124943,6.45,2.675938698210082,0.05506211701248565,0.05511,catalog_semi_major_axis,881.0799898397172,2.9450153381158315,0,too_hot,678.1027166188314,0.006175501583123588,-2.209327762613054,4.307261129644428,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
394,HATS-46 b,HATS-46,1,1,Transit,2018,HATSouth,4.7423729,0.05367,54.98459,0.559,,1054.0,,5495.0,0.85,0.92,-0.06,[Fe/H],4.54,453.808,13.527,[Fe/H],Transit,,,,0.6759957002210412,-1.2702684047129646,1.7402409910270327,5.495,0.5934762567434336,0.053727866191915684,0.05367,catalog_semi_major_axis,206.0345996943184,2.3139401582067256,0,too_hot,257.4831553082862,0.01841818698517162,-1.734753122298113,4.54294997591697,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
395,HATS-47 b,HATS-47,1,1,Transit,2020,HATSouth,3.9228038,0.04269,117.27927,0.088,87.73,853.0,,4512.0,0.66,0.67,-0.113,[Fe/H],4.63,300.67,14.3998,[Fe/H],Transit,0,too_hot,1.9431481293585628,0.5935965873270435,-1.3696738451960533,2.0692212540572976,4.512,0.16265182677729642,0.04259538121369511,0.04269,catalog_semi_major_axis,89.24967343288274,1.950606635691161,0,too_hot,114.28705249088141,0.03432413133861325,-1.4644004449031687,4.624986931617088,0.9829727843875466,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
396,HATS-48 A b,HATS-48 A,2,1,Transit,2020,HATSouth,3.1316666,0.03769,77.23269,0.162,137.6,955.0,,4546.0,0.72,0.73,0.186,[Fe/H],4.59,263.609,13.8951,[Fe/H],Transit,0,too_hot,2.1386184338994925,0.4957755204716561,-1.423773862550395,1.8878011614965495,4.546,0.19946992700007718,0.037719374649932344,0.03769,catalog_semi_major_axis,140.41876654882418,2.147425153833309,0,too_hot,127.59594305287631,0.024543622039003416,-1.6100613456238395,4.586657867257919,0.9799259983682873,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
397,HATS-49 b,HATS-49,1,1,Transit,2020,HATSouth,4.1480467,0.04515,112.19399,0.071,80.45,835.0,,4405.0,0.7,0.71,0.208,[Fe/H],4.6,324.413,14.5449,[Fe/H],Transit,0,too_hot,1.9055260484350485,0.6178436371668916,-1.3453422453504753,2.0499695932860598,4.405,0.16621661793709627,0.045073545858179326,0.04515,catalog_semi_major_axis,81.53778922582225,1.9113589320359048,0,too_hot,112.8409883125493,0.03676010607520252,-1.4346232440811209,4.599062268690561,0.9866590787394349,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
398,HATS-5 b,HATS-5,1,1,Transit,2014,HATSouth,4.763387,0.0542,75.323,0.019,,1025.0,G,5304.0,0.87,0.94,0.19,[Fe/H],4.53,246.384,12.4288,[Fe/H],Transit,,,,0.6779158670746458,-1.2660007134616131,1.8769276089747313,5.304,0.5396936113813062,0.05427415194770263,0.0542,catalog_semi_major_axis,183.71672886443073,2.264148704061504,0,too_hot,237.21205487716404,0.0200807121816243,-1.6972208885855475,4.532089348362461,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
399,HATS-50 b,HATS-50,1,1,Transit,2017,HATSouth,3.8297015,0.05046,123.9537,0.516,,,,5990.0,1.12,1.17,,,4.41,756.742,13.8936,,Transit,,,,0.5831649248942394,-1.2970527538184442,2.0932594949247365,5.99,1.454916419712484,0.050479117540457946,0.05046,catalog_semi_major_axis,571.4043639234399,2.7569435528486705,0,too_hot,447.3277367676631,0.00856128781030429,-2.0674609027478508,4.407749816405798,,,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
400,HATS-51 b,HATS-51,1,1,Transit,2017,HATSouth,3.3488702,0.04639,244.09344,0.33,,1553.0,,5758.0,1.44,1.19,,,4.2,389.57,12.3293,,Transit,,,,0.5248983148984226,-1.3335756274812405,2.387556107929749,5.758,2.0535549891021048,0.04642170071628384,0.04639,catalog_semi_major_axis,954.2399433085152,2.9796575916354064,0,too_hot,574.3762798100623,0.00583044655170548,-2.2342981815163405,4.196821977202031,,,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
401,HATS-52 b,HATS-52,1,1,Transit,2017,HATSouth,1.36665436,0.02498,711.9392,0.246,,1834.0,,6010.0,1.05,1.11,,,4.45,555.134,13.6269,,Transit,,,,0.13565869121361818,-1.6024075659618833,2.8524429062324,6.01,1.2958991245182458,0.024954754631097576,0.02498,catalog_semi_major_axis,2076.7600862407235,3.3173863283887743,0,too_hot,421.07274601044753,0.0032456490545842427,-2.488698441348143,4.440944380646781,,,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
402,HATS-53 b,HATS-53,1,1,Transit,2017,HATSouth,3.8537768,0.04753,189.10885,0.33,,1312.0,,5644.0,1.1,0.96,,,4.34,585.77,13.6564,,Transit,,,,0.5858865579231198,-1.3230321857052414,2.2767118536267867,5.644,1.1061858554937556,0.04745565439845718,0.04753,catalog_semi_major_axis,489.65756929836795,2.6898924723703477,0,too_hot,402.09223268158627,0.0095843104809532,-2.018439125883329,4.337485862723118,,,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
403,HATS-54 b,HATS-54,1,1,Transit,2019,HATSouth,2.5441828,0.03763,241.5508,0.126,,1625.0,,5702.0,1.32,1.1,0.396,[Fe/H],4.24,748.585,13.7762,[Fe/H],Transit,,,,0.4055483122354822,-1.4244657816801356,2.3830084801790288,5.702,1.6594012947704775,0.037650402220060816,0.03763,catalog_semi_major_axis,1171.8795833372312,3.0688829879799093,0,too_hot,509.1637196108873,0.004996787284734886,-2.3013091382564683,4.238244822746525,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
404,HATS-55 b,HATS-55,1,1,Transit,2019,HATSouth,4.2042001,0.05412,292.72143,0.092,,1367.0,,6214.0,1.13,1.2,0.108,[Fe/H],4.41,609.838,13.3498,[Fe/H],Transit,,,,0.6236833782072339,-1.2666422120744145,2.466454518095086,6.214,1.715286197468313,0.05417378557313839,0.05412,catalog_semi_major_axis,585.6268998009381,2.767621017105665,0,too_hot,499.74912949492364,0.008412621157037364,-2.075068668092915,4.411024359080786,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
405,HATS-56 b,HATS-56,1,1,Transit,2019,HATSouth,4.324799,0.06043,191.33366,0.019,,1902.0,,6536.0,2.2,1.57,0.19,[Fe/H],3.95,564.409,11.4877,[Fe/H],Transit,,,,0.6359659279350858,-1.2187474057515435,2.281791379156062,6.536,7.957712524894471,0.060378690026633645,0.06043,catalog_semi_major_axis,2179.1295880801936,3.3382830575591096,0,too_hot,1381.1205362139744,0.003131369700616751,-2.504265655008649,3.9490542907648214,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
406,HATS-57 b,HATS-57,1,1,Transit,2019,HATSouth,2.350621,0.03493,1000.21101,0.028,,1413.0,,5587.0,0.96,1.03,0.268,[Fe/H],4.48,279.485,12.1816,[Fe/H],Transit,,,,0.37118261173774547,-1.4568014143623533,3.0000916308114576,5.587,0.8090062221599772,0.03494142931912099,0.03493,catalog_semi_major_axis,663.0628416949863,2.8215546905586746,0,too_hot,306.9979734501447,0.007656796471921115,-2.115952896891479,4.486294758626035,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
407,HATS-58 A b,HATS-58 A,2,1,Transit,2019,HATSouth,4.2180896,0.05798,327.3649,0.168,,1721.0,,7175.0,1.43,1.46,,,4.29,403.591,11.7679,,Transit,,,,0.625115800716954,-1.2367217889810214,2.5150321126034094,7.175,4.8826366519120965,0.057960839794308015,0.05798,catalog_semi_major_axis,1452.439277663664,3.1620979848304596,0,too_hot,992.8979222010954,0.004248261080705227,-2.3717888011484747,4.291680780854313,,,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
408,HATS-59 b,HATS-59,1,2,Transit,2018,HATSouth,5.416081,0.06112,256.17098,0.129,269.0,1128.0,,5670.0,1.04,1.04,0.18,[Fe/H],4.42,642.884,13.7854,[Fe/H],Transit,0,too_hot,2.429752280002408,0.7336851508007922,-1.2138166544323665,2.408529929703328,5.67,1.0071487649089554,0.061151586757266965,0.06112,catalog_semi_major_axis,269.6043737099865,2.4307269333480934,0,too_hot,360.0756665653664,0.01504150794654376,-1.8227086225186726,4.42096666070122,0.9977582941193802,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
409,HATS-59 c,HATS-59,1,2,Radial Velocity,2018,HATSouth,1422.0,2.504,4036.441,0.083,0.16,176.0,,5670.0,1.04,1.04,0.18,[Fe/H],4.42,642.884,13.7854,[Fe/H],Radial Velocity,0,too_cold,-0.7958800173440752,3.1528995963937474,0.3986343245383921,3.605998608854194,5.67,1.0071487649089554,2.5073638548514325,2.504,catalog_semi_major_axis,0.16062937716729198,-0.7941750245934235,0,too_cold,360.0756665653664,3.9491699440952277,0.5965058230742827,4.42096666070122,0.9960818053435114,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
410,HATS-6 b,HATS-6,1,1,Transit,2015,HATSouth,3.3252725,0.03623,101.38777,0.0,,713.0,M1 V,3724.0,0.57,0.57,0.2,[Fe/H],4.68,169.318,14.3601,[Fe/H],Transit,,,,0.521827240735995,-1.4409316659654632,2.0059855709554184,3.724,0.056296722396235024,0.03615066544316334,0.03623,catalog_semi_major_axis,42.889051597950186,1.632346442827303,0,too_hot,55.91330062956159,0.05947194071104282,-1.2256878892063763,4.682125144327508,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
411,HATS-60 b,HATS-60,1,1,Transit,2018,HATSouth,3.560829,0.04708,210.40346,0.191,903.9,1528.0,,5688.0,1.46,1.1,0.335,[Fe/H],4.15,486.474,12.5004,[Fe/H],Transit,0,too_hot,2.9561203863930197,0.5515511182573601,-1.3271635458286029,2.323052877337937,5.688,2.010197704733339,0.04710910182815329,0.04708,catalog_semi_major_axis,906.9134952479426,2.9575658644270932,0,too_hot,587.9263994595705,0.006056589741969675,-2.2177718433472773,4.150686973589351,0.996677196597324,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
412,HATS-61 b,HATS-61,1,1,Transit,2018,HATSouth,7.817953,0.07908,1080.622,0.092,374.2,1226.0,,5542.0,1.66,1.08,0.247,[Fe/H],4.03,679.761,13.0682,[Fe/H],Transit,0,too_hot,2.573103783163991,0.8930930552108349,-1.1019333393583652,3.0336738049404923,5.542,2.341946513260715,0.07909392703190753,0.07908,catalog_semi_major_axis,374.49295394455226,2.5734436508958662,0,too_hot,665.366721928153,0.011749840715424585,-1.929968020786376,4.031207579406839,0.9992177317584575,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
413,HATS-62 b,HATS-62,1,1,Transit,2018,HATSouth,3.2768837,0.04163,56.89157,0.298,387.4,1237.0,,5416.0,0.93,0.9,0.133,[Fe/H],4.45,523.067,13.8321,[Fe/H],Transit,0,too_hot,2.5881596163830918,0.5154610280944498,-1.3805935891132226,1.7550479188781305,5.416,0.6704636393579987,0.041686430140431066,0.04163,catalog_semi_major_axis,386.8676437328738,2.587562408356841,0,too_hot,285.26624960365615,0.01148710618432024,-1.9397893643900188,4.4552766123314544,1.0013760682128634,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
414,HATS-63 b,HATS-63,1,1,Transit,2018,HATSouth,3.0566527,0.04026,305.1168,0.136,634.1,1398.0,,5627.0,1.07,0.93,0.081,[Fe/H],4.35,623.232,13.7213,[Fe/H],Transit,0,too_hot,2.8021577531869615,0.4852460965468292,-1.3951262294473643,2.484466120937806,5.627,1.0341175921522292,0.04023446499527802,0.04026,catalog_semi_major_axis,638.0025068995329,2.8048223851952923,0,too_hot,388.3972936228217,0.007869912458680416,-2.1040300985079603,4.347715393183515,0.9938832420604462,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
415,HATS-64 b,HATS-64,1,1,Transit,2018,HATSouth,4.908897,0.06562,305.1168,0.151,1711.0,1793.0,,6554.0,2.11,1.56,0.22,[Fe/H],3.98,1080.15,12.839,[Fe/H],Transit,0,too_hot,3.2332500095411003,0.6909839196938954,-1.1829637739499712,2.484466120937806,6.554,7.400914194936172,0.06555975614546332,0.06562,catalog_semi_major_axis,1718.7508145492056,3.235212916994929,0,too_hot,1312.1755833557934,0.0037410366891950948,-2.4270080325564485,3.9825596877590757,0.9954904373085411,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
416,HATS-65 b,HATS-65,2,1,Transit,2018,HATSouth,3.105161,0.04497,260.93843,0.062,1178.0,1634.0,,6277.0,1.31,1.26,0.199,[Fe/H],4.3,493.32,12.3793,[Fe/H],Transit,0,too_hot,3.0711452904510828,0.49208412290192965,-1.347077112432058,2.416538045017678,6.277,2.4001910734471745,0.044990357820015064,0.04497,catalog_semi_major_axis,1186.861496944977,3.0744000410926615,0,too_hot,627.4647230885229,0.004948741954313698,-2.305505191317032,4.303827953806033,0.9925336722374204,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
417,HATS-66 b,HATS-66,1,1,Transit,2018,HATSouth,3.1414391,0.04714,1694.0339,0.064,2637.0,1998.0,,6626.0,1.84,1.41,-0.017,[Fe/H],4.06,1477.98,14.0086,[Fe/H],Transit,0,too_hot,3.4211101297934343,0.4971286448922215,-1.326610421811695,3.2289220969248094,6.626,5.87944162170408,0.04707228903671413,0.04714,catalog_semi_major_axis,2645.7994762007893,3.422556926140401,0,too_hot,1161.4024294508847,0.002704866995573002,-2.567854085274181,4.057583466636307,0.9966741711607621,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
418,HATS-67 b,HATS-67,1,1,Transit,2018,HATSouth,1.6091788,0.03032,460.8535,0.057,3821.0,2193.0,,6594.0,1.44,1.44,0.332,[Fe/H],4.28,960.109,13.5596,[Fe/H],Transit,0,too_hot,3.582177037688409,0.20660430235829358,-1.518270803039984,2.6635628901332122,6.594,3.531957472806547,0.030348009816188647,0.03032,catalog_semi_major_axis,3841.9974458965266,3.584557071813178,0,too_hot,784.1886962887809,0.0020520300886961687,-2.687816275500323,4.2796375079047495,0.994534757976231,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
419,HATS-68 b,HATS-68,1,1,Transit,2018,HATSouth,3.5862202,0.05071,410.0007,0.036,1521.0,1741.0,,6147.0,1.75,1.35,0.21,[Fe/H],4.08,603.955,12.1631,[Fe/H],Transit,0,too_hot,3.182129214052998,0.5546369524623276,-1.2949063894521269,2.612784598197486,6.147,3.9393417622096543,0.05067678731592691,0.05071,catalog_semi_major_axis,1531.9212449280772,3.185236439074446,0,too_hot,879.0044738254617,0.004079865696692794,-2.389354133024148,4.082257671122417,0.992870883562562,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
